SO2 (µg/m3);NO (µg/m3);NO2 (µg/m3);CO (mg/m3);O3 (µg/m3);PM10 (µg/m3);NOx (µg/m3)
3.5;3;24.2;0.2;62.5;9.5;29
3;5.4;23.2;0.2;68.5;22.2;31.8
2.8;2.9;12.8;0.2;93.2;16.2;17.2
3.4;2.2;6.1;0.2;113.2;25.5;9.5
2.6;2.5;5;0.2;117.5;18;9.2
3.9;2.4;5.8;0.2;122.5;15.2;9.2
4.2;1.7;4.8;0.2;128.8;22.5;7.5
4;2.3;6.3;0.2;130.8;16.5;9.8
3.8;1.8;4.9;0.2;133.8;24;8
4.6;1.3;7.6;0.3;132;23;9.5
5.3;1.7;7.1;0.3;132.2;24;9.5
4.6;1.4;8.2;0.3;128.5;26.8;10.2
5;1.3;9;0.3;125.2;20.2;10.8
4.5;1;4.9;0.2;124.2;29.5;6.5
10.2;1.6;23.6;0.4;92.2;19.5;25.8
8;1.8;18.3;0.4;90.5;31;20.8
6.8;1.5;10.8;0.2;99.5;31;13
6.4;1.4;6.2;0.2;105.8;19.8;8.5
4.1;1;3.5;0.2;99.2;15.2;5
5.3;1.2;2.9;0.2;93.5;23.5;4.8
6;0.9;3.6;0.2;96.8;20.8;5.2
4;1.5;5.8;0.2;96.2;20.2;8
4.6;1.2;4.2;0.2;97.5;11.5;5.8
4.6;1.5;10.5;0.2;87.2;12;12.5
3.1;2.1;16.4;0.2;76.5;16.8;19.8
5;2.8;16.2;0.2;81.5;24.5;20.2
5;2.2;9.9;0.2;99.5;19.5;13
3.3;3.2;12.3;0.2;96.8;21;17.2
4.8;2.7;13.6;0.2;96.5;13.8;17.8
4.4;2.4;13.6;0.2;97.2;21.5;17.5
5.2;2.8;12.1;0.3;90.2;19.2;16
8.2;1.1;6.5;0.3;92.8;20;8.3
4.6;1.5;7;0.2;111.8;14.8;9.2
4.2;2.2;7.4;0.2;121;21.5;10.8
6.1;2.5;13.4;0.3;113;10.5;17.2
7.5;2;17.1;0.3;100.8;21.2;20
6.2;1.9;27.6;0.3;85.5;25.8;30.5
4.9;1.6;22.2;0.3;87.5;17.5;24.5
5.5;1.8;23.6;0.3;76.2;25.5;26.2
5.4;1;13.2;0.3;90;30.8;14.5
3.4;0.6;5.5;0.2;90.2;20.5;6.5
3.9;1;5.6;0.2;89.8;21;7
3.2;1.2;4.7;0.2;84.2;19;6.8
3.6;1;6.6;0.2;76.5;12.2;8
3.6;0.9;2.8;0.2;81.2;21.2;4.2
1.8;0.9;4.4;0.2;77;15.2;6
3.5;1.2;7.9;0.2;74.5;19.8;9.8
5.1;1.2;10.2;0.2;78;14;12.2
4;2;15.6;0.2;78;18.5;18.8
4.5;2.3;14.8;0.2;82;17.2;18
2.9;2.2;13.1;0.2;78.8;13.2;16.2
2.5;3.4;18.8;0.2;63.8;19.8;24
4.3;3.5;11.7;0.2;73.5;15.2;17
3.3;2;6.2;0.2;85;21.5;9.2
4.6;2.8;8.5;0.3;89.8;22.5;12.8
5.4;2.4;10;0.3;93.5;19.2;13.5
6.2;1.8;9.3;0.3;99;25.8;12
3.9;1.2;6;0.3;108;24;8
2.9;1.5;5.2;0.2;116.2;20.5;7.5
3.8;1.6;12.1;0.3;106.2;28.5;14.5
3.4;1.8;12.3;0.3;102;19.5;15.2
3.8;1.4;14.8;0.3;90.5;18;17
2.8;1.6;12.1;0.2;95;17;14.5
4;1;14.7;0.2;88.5;10.5;16
4.5;1.3;8.4;0.2;94.5;14.8;10.5
3.2;1.4;4.4;0.2;99;12.2;6.5
2.6;1.3;4.4;0.2;91.5;14.8;6.5
2.6;1.2;4.8;0.2;82.5;18.8;6.8
3.4;1.5;3.1;0.2;88.2;21;5.2
3.7;1.3;3.1;0.2;85.5;16.2;5
4.2;1.3;5.1;0.2;81.8;14.2;7.2
3.6;1.2;3.1;0.2;85.2;15;5
4;1.9;8.8;0.2;81;19.8;11.8
4.2;2.2;12.4;0.2;75.2;12.5;16
4.4;1.8;13.2;0.2;76.5;22.2;15.8
5.5;2.7;14.4;0.2;82.8;20;18.5
4.6;2.2;8.4;0.2;100.2;20;11.8
3;1.8;5;0.2;105.8;13.5;8
3;2.2;6.9;0.2;105;13;10.2
2.2;1.7;4.8;0.2;111;12;7.2
2.2;1.6;3.9;0.2;111.2;12.2;6.2
4.2;1.4;3.5;0.2;117.2;20.5;5.5
3.4;2.2;6.2;0.2;107.8;9.8;9.5
3.6;1.5;3.3;0.2;109.2;11;5.5
3.1;1.2;7.7;0.2;102;17.5;9.5
3.4;1.6;18.8;0.2;78.2;19.2;21.5
3.4;1.7;16.6;0.2;78.5;9.8;19
2.8;0.9;2;0.2;91.8;9;3.5
2.6;1.3;4;0.2;92.2;9;6
2.3;0.8;1.8;0.2;90;17.5;3
2.8;1;2.2;0.2;85;12.8;3.8
3.4;1;1.4;0.2;85.5;21.8;3.2
2.2;1.4;0.3;0.2;80;11;2.2
1.8;0.8;1.1;0.2;93;15.8;2.5
2.9;0.9;1;0.2;90.2;19.8;2.5
3.2;1.1;0.3;0.2;90;17.2;2
2;1.1;3.6;0.1;73.5;13.2;5.2
2.3;0.8;2.8;0.1;73;10.2;3.8
1.6;1.2;2;0.1;78.2;7.2;3.8
1.8;1.9;7.4;0.1;67.5;7;10.5
2.3;1.5;7.8;0.1;75.5;6;10.2
3.1;3.4;6.2;0.2;82;5.2;11.2
1.6;1.6;2.4;0.2;103;6;4.8
3.2;2.1;2.4;0.2;118;7.5;5.5
3.4;1.4;2.5;0.2;119;7;4.5
1.8;1.3;1.8;0.2;114.8;6;3.8
3;1;3.9;0.2;109.2;7.8;5.8
2;1.7;8.5;0.2;99.2;8.8;11
3.5;0.8;9.6;0.2;92.5;7.5;10.8
2;1.2;11;0.2;81;9.2;12.8
2.4;1.6;18.2;0.2;63;11.8;20.8
2.2;1.2;10.2;0.2;78.5;15.8;12
2.8;1.5;7.8;0.2;77.2;4.5;10.2
2;1.1;1.9;0.2;75.8;5.8;3.8
3.6;1;3.2;0.2;74.8;9;4.5
2.3;1;3.6;0.2;76.2;14.2;5
1.4;1.4;2.8;0.2;76.2;10.2;5.2
1.8;0.7;3.6;0.2;62.5;10;4.5
2;1;1.2;0.1;78.8;11.2;2.8
1.9;1.4;2.6;0.1;51.2;13;4.8
3.1;2.4;7.1;0.2;37.5;14.2;10.8
1.4;1.4;1.6;0.2;70.8;7.5;3.8
1.6;1.2;0.5;0.2;75.5;9.8;2.5
1.9;1.7;1.9;0.2;73.5;10;4.5
4.3;4.1;11.9;0.2;68.2;6.2;18.2
2.4;1.5;4.5;0.2;96;9.5;7
2.5;1.8;2.7;0.2;107.5;11.8;5.8
2.2;1.4;0.8;0.2;115;10.2;3.2
2.8;1.6;1.8;0.2;115.8;10;4.2
3.8;0.8;1.3;0.2;111.5;10.2;2.8
2.5;1.4;0.7;0.2;104.8;11;2.8
2.3;1.2;0.4;0.2;99.2;8.2;2.2
1.4;1.7;1;0.2;94.2;7.2;3.5
1.9;1;2.6;0.2;86;8;4.2
1.8;1;3.8;0.2;81.5;10;5.2
2;1.3;3.4;0.1;85.2;12.5;5.5
1.4;0.6;1.6;0.1;93.5;11;2.5
1.7;1.2;2;0.1;88;10;3.8
2.1;0.9;1.4;0.1;71.8;11;2.8
1;1.2;0.6;0.1;60.5;11;2.8
2.6;1;1;0.1;61.8;10;2.2
2.5;1.4;0.9;0.1;62.2;7;3
1.6;0.8;0.4;0.1;61.8;7;1.8
2.2;1.1;0.8;0.1;62.2;11.8;2.2
1.8;0.8;0.8;0.1;66.5;13;2
1.9;0.7;0.4;0.1;80;10.2;1.5
3.1;1;5.3;0.1;79.2;7.2;6.8
3;1.6;3.8;0.2;90.5;5.2;6.5
1.9;1.8;2.7;0.2;94.8;6;5.2
2;2.1;3.6;0.2;92.2;7.8;6.8
2.6;1.8;3.4;0.2;96;8;6.2
1.6;1.4;2.6;0.2;96;9;4.8
1.9;1.2;3.3;0.2;96.5;8;4.8
2.2;1.3;1.6;0.2;99.8;7;3.5
2.5;1.1;1.2;0.2;95.2;14.5;2.8
2.1;0.6;3.8;0.2;85;5.8;4.5
2.3;1.2;3.6;0.1;84;8.8;5.2
2.4;1.4;6.3;0.2;80.2;11.5;8.2
2.8;1.1;3.7;0.2;78.5;6.8;5
2.2;1;3.7;0.2;75;6;5.2
1.4;1.4;3.8;0.2;78.2;7;6
2;0.8;4.1;0.1;82;8.5;5.2
2;0.9;5.5;0.2;79;11;6.8
3;1.8;4.1;0.2;79.2;12;7
1.5;0.8;3.3;0.1;81.8;12;4.5
1.1;1.3;5.1;0.1;79.5;10.2;7
0.6;1.1;2.9;0.1;85.2;16.5;4.5
1.8;1;4.1;0.1;82.5;11.2;5.5
2.8;1.4;7.5;0.2;79.5;15.8;9.8
2.7;1.4;4.6;0.2;89.2;15;6.8
1.8;1.6;1.5;0.2;100.5;14;4
2.5;1.4;2.4;0.2;100.5;12.2;4.5
1.3;1.5;1.1;0.2;106;11;3.5
2;1.4;1.5;0.2;114.2;9.2;4
0.7;1.5;1.4;0.2;118.2;8;3.8
3;1.1;1.9;0.2;116.5;8.5;3.5
1.4;1.5;2.6;0.2;114;8;5
1.3;1.3;2.5;0.2;110.2;8;4.2
2.9;1.6;3.8;0.2;106.5;4.2;5.8
4;1.3;6;0.2;102.2;18.8;8.2
2.5;0.8;1.4;0.1;106.2;11.5;2.5
1.9;1;5.2;0.1;102.2;14.8;7
3.6;1;7.4;0.2;89.2;10.2;8.8
2.3;0.8;4.4;0.2;89.8;11.8;5.2
4;1;4;0.2;89;20.2;5.2
3.9;1.3;3.8;0.2;90;14.2;5.8
2.6;0.9;3.7;0.2;87.2;11;5
1.9;1.4;4.5;0.1;88.5;18.5;6.5
3.3;1.2;5.2;0.1;88.5;11.5;7.2
2.6;1;1.9;0.2;99.8;11;3.8
2.2;0.9;3.7;0.2;104.2;12;5
2.2;1.2;8.6;0.2;95;20.8;10.8
2.6;1.8;9.8;0.2;97.2;13.5;12.5
3.1;2.4;10.4;0.2;100.5;10.2;14
3;1.3;5;0.2;108.8;20.5;7
2.2;1.4;3.9;0.2;114.5;16.8;6
3.4;1.8;4.4;0.2;128;13.2;7.2
2.9;1.1;3.8;0.2;139.5;15;5.2
3.7;1.3;3.4;0.2;143.8;20.8;5.5
2.3;1.4;2.7;0.2;147;13.5;5
2.8;1.4;3;0.2;145.5;16.8;5.2
2.8;1.6;3.8;0.2;143.2;16.2;6
2.9;1.4;3.9;0.2;141.2;19.8;6.2
2.4;1.1;4.5;0.2;140.5;25.8;6
5.2;1.4;8.7;0.2;136.5;16.5;11
2.7;1;6;0.2;144.2;21.5;7.5
1.6;0.8;3;0.2;151.8;24;4.2
2.8;1.2;8.7;0.2;122.2;25.2;10.5
4.1;1.2;8.8;0.2;126;21.2;10.5
3.6;1.2;5.9;0.2;127.5;23;7.5
2.7;1;6.1;0.2;125.8;32.5;7.5
2.5;1.7;4.7;0.2;127.5;24;7.5
2.1;1.7;8.3;0.2;128.2;28.5;10.8
2.8;1.4;3.7;0.2;123.5;24.2;5.8
1.2;1.1;18.2;0.2;101.8;29.5;19.8
2.2;1.1;10.9;0.2;99.5;25.2;12.5
2.3;1.5;7.6;0.2;105.2;28.5;9.8
2.2;1.5;4.4;0.2;121;21.5;6.8
3.2;1.9;6.8;0.2;133.5;24.8;9.8
2.2;1.2;4.7;0.2;143.5;27.8;6.8
2.7;1.5;4;0.2;144.8;23;6.5
2.6;1.9;1.5;0.2;140.5;23.2;4.5
2.6;1.3;2;0.2;140.5;22.2;4.2
2.6;1.5;1.4;0.2;138;20.2;3.8
1.5;1.4;1.2;0.2;139;22.5;3.5
2.5;0.9;2;0.2;143.2;15.5;3.5
2.5;1.4;2.5;0.2;143.2;8.8;4.8
2.4;1.4;2.5;0.2;140.5;14.5;4.8
4.2;1.4;10.3;0.2;119.5;18.8;12.2
2.8;1;9;0.2;120.8;27.5;10.2
3.1;1.2;7;0.2;127.5;21.5;9
3.5;0.8;4.7;0.2;126;20;5.8
2;1.4;3.4;0.2;130;19;5.5
3.6;1;5.8;0.2;129.8;21.8;7.5
3.2;1;2.3;0.2;133.8;28.5;3.8
3.1;1;3.3;0.2;132;30;4.8
4;1.1;5.4;0.2;122;23.5;7
2.6;1.4;4.8;0.2;111.2;22;7
3.2;1.2;14.6;0.2;88.5;16.5;16.5
2.6;1.5;13.8;0.2;90.5;17;16.2
3;1.9;10.3;0.2;91;25.5;13
2.8;2.5;17;0.2;91;21.5;20.8
3.9;1.5;3.8;0.2;122.2;26.5;6.2
2.1;2;4.4;0.2;129;26.5;7.5
2.3;1.7;6.4;0.2;132.2;21.2;8.8
1.4;1.6;4.9;0.2;140;22;7.2
2.6;1.5;3.6;0.2;145.8;61.2;6
2.5;1.2;2.8;0.2;142.2;25.5;4.5
2.2;1.3;2;0.2;134.8;25.8;3.8
1.8;1.2;1;0.2;129.5;25;3
2.9;1;1.8;0.2;123.2;10.5;3.2
2.6;1.2;1;0.2;126;11.8;2.8
4.3;1;4;0.2;117.8;12.2;5.8
3.4;1;3.5;0.2;115.8;26;5
4.4;0.9;9.4;0.2;103;10.8;10.8
3;1.4;8.7;0.2;108;15.5;11
3.4;1.7;5.3;0.2;115.2;16.5;8.2
3.8;1.1;2.8;0.2;122.8;18;4.2
1.7;1.5;4.2;0.2;118.5;21.8;6.5
2.4;1.1;7.6;0.2;109;28.5;9.2
3.4;1.6;6.6;0.2;94.2;24.2;9
2.6;1.6;12.2;0.2;79.2;20.2;14.5
1.9;1.6;10.7;0.2;75.5;21.8;13
1.4;1.8;14.2;0.2;66.5;21;17.2
2.2;4.2;21.3;0.2;48.8;22;28
4.3;4.5;15.6;0.2;59.2;27;22.2
5.7;5.1;16;0.2;68.8;27;24
4.2;1.6;2.6;0.2;103.2;20.5;5.2
3.6;1.1;3.4;0.2;110.5;18;5.2
3.4;1.6;2.7;0.2;116;22.8;5
3.2;1.2;1.7;0.2;119.5;20.2;3.5
3.4;1.3;2.9;0.2;119.8;17.2;5
2.7;1.6;2.3;0.2;119.8;17.8;4.5
3.2;1;2.6;0.2;122.2;12.2;4
3.1;1.6;3.3;0.2;126.5;18.5;5.8
2.9;1.5;5.2;0.2;126.2;17.5;7.5
3.2;1.8;5.8;0.2;120.2;13.2;8.5
4.2;1.5;14.6;0.2;101.5;17.8;16.8
6.6;2.6;27.8;0.3;72.5;19.8;31.8
5.2;1.3;16.8;0.3;87;31.2;18.8
3.9;1.2;11.9;0.2;88.8;20.8;13.8
4;1.5;4;0.2;98.2;24.8;6.2
3.5;0.8;3.1;0.2;98.5;21.2;4.2
3.6;0.6;2.5;0.1;98.8;23.2;3.2
4.3;1.1;2.8;0.1;103.5;22;4.5
3.7;1.6;2.6;0.1;101.8;20.2;4.8
4.1;1.2;4.3;0.2;100.2;19;6
3.2;1.4;4.6;0.2;90.8;19;6.5
2.2;1.5;7.4;0.2;84;17.2;9.8
4.4;1.4;7.3;0.2;88;19;9.5
3.8;1.8;6.3;0.2;92;24.8;9
3.9;0.9;2.8;0.2;123.5;24;4.2
3.8;1;1.9;0.2;126;20.2;3.5
4.1;1;0.9;0.2;126.8;22.8;2.5
3.7;1.3;0.7;0.2;127.2;16.5;2.8
2.6;1;2.5;0.2;119.2;17;4
3.4;1.2;3.5;0.2;114.5;19.8;5
3.6;1.2;2.9;0.2;114.2;18.2;4.8
3.6;1.3;3.6;0.2;114.8;5.2;5.5
4;1.3;2.3;0.2;110.5;7.8;4.2
3.2;0.8;4.2;0.2;99.2;11.8;5.2
3.8;1;6.7;0.2;87.8;16.2;8.5
4;1.1;8.3;0.2;72;9.5;10
3.5;1.2;4.3;0.1;85.2;18.2;6
3.9;1;3.4;0.1;82.8;10.5;4.8
3.4;1;4.7;0.2;77.2;15.5;6.2
4.1;0.6;5.3;0.1;73.2;9.5;6
2.6;1.2;2.4;0.1;74.5;11.8;4.2
2;1;1.4;0.1;77.8;15.8;3.2
3.7;1;1.9;0.1;83;15;3.2
2.5;0.7;2.6;0.1;80.8;10.2;3.8
2.6;0.9;2.6;0.1;81;17.5;4
1.6;1.1;2.1;0.2;84.2;23.8;3.8
2.7;1.6;1.6;0.2;86.5;13.8;4
2.6;1.3;1.4;0.2;90.8;16.8;3.2
2.9;1.6;2;0.2;91.2;21.5;4.5
2.6;1.4;1.6;0.2;96.8;14.5;3.8
2.5;0.5;1.7;0.2;101.8;12.2;2.2
2.4;1.2;1.1;0.2;107.5;14.8;3
2.5;1.3;0.6;0.2;113.5;16;2.5
0.9;1.4;0.3;0.2;116.8;13.2;2.5
1.4;1.2;0.6;0.2;116.5;12.2;2.5
2;1.3;1.2;0.2;115;14.8;3.2
2.7;1.2;1.8;0.2;115.2;10.2;3.8
3.3;0.9;3.5;0.2;105.5;9;4.8
1.9;1.3;3.1;0.2;105;9.5;5.2
3.2;1;6.7;0.2;91;16.5;8
4.4;1.1;4.9;0.2;88.8;10.5;6.8
1.7;0.8;6.5;0.1;82.8;10;7.8
2.1;0.8;7.4;0.1;64.2;10;8.5
2;1.4;5.2;0.1;66.2;16.5;7.2
2.9;1;3.2;0.2;75.5;20.5;4.8
4.6;1.4;4.6;0.2;76;13.5;6.8
3.7;0.9;1.2;0.1;86.5;16;2.5
3.6;1.2;4;0.1;77.8;19.8;5.8
3.1;1.3;9.3;0.2;69.2;22;11
1.1;1.7;8.4;0.2;78.5;17.5;10.8
2.7;1.8;5.6;0.2;87.5;20.8;8.2
2;2.2;4.3;0.2;97.5;17.2;7.5
3.6;1.4;1.4;0.2;106;15;3.5
3.7;1.4;2.4;0.2;114.8;20.5;4.5
3.5;1.5;1.6;0.2;119.5;18.5;3.8
2.8;0.7;0.9;0.2;119;20;2
3.2;0.9;2.4;0.2;121.5;17.2;3.5
4;0.9;2.2;0.2;125.2;18;3.8
3.1;1.2;4.1;0.2;125.5;20.5;6.2
3;1.3;2.9;0.2;126.2;16.5;5
2.7;1.2;2.2;0.2;126.2;9.5;4
3;1;3;0.2;108.5;14.8;4.5
3.8;1.1;9.2;0.2;87.5;21.5;11
4.5;1.2;10.5;0.2;82.2;16.2;12.5
3.8;0.8;5.5;0.1;95.8;14.8;6.8
2.2;0.5;4.3;0.1;93.5;17.8;5
2.2;1.1;3.2;0.1;91.8;11.5;4.8
2.8;0.6;4.9;0.1;78;15.8;5.8
2.5;0.9;2.6;0.1;75;18.8;4
3.4;1;6.7;0.1;71.8;11.5;8.2
2.6;1.1;4.1;0.1;74.2;8.2;5.8
3.5;1.2;2.3;0.1;78;9.2;4.2
3.8;1;5.5;0.1;74.2;14.8;7.2
3.2;3.2;12.7;0.1;55.8;17.8;17.5
2;3.1;9;0.1;65.5;16;13.5
2.4;2;4.6;0.2;88.5;17.5;7.5
4;1.1;2.3;0.1;102.5;15.2;4
4;1.9;2.2;0.2;108.5;12.2;5
3.4;1.5;2.5;0.2;111;12;5
2.7;1;1.5;0.2;112.5;16.2;3
3.4;1.1;1.8;0.2;113.2;14;3.5
3.1;0.9;1;0.2;120;13;2.2
4.2;1.3;2;0.2;119.5;13;3.8
5.1;1.5;3;0.2;121.8;18.5;5
4;1.3;1;0.2;122.5;6;3
2.4;0.9;2;0.2;124.8;8.8;3.2
2.2;0.9;2.9;0.1;120;13.2;4.5
6.5;1.2;12.9;0.2;106.2;14;14.8
5.3;1.6;5.7;0.1;114.5;16;8
5.4;1.2;9.9;0.2;107.8;10.5;11.8
3.2;1.1;7.1;0.1;106.5;11.5;9
2.8;1.4;5.9;0.1;108.8;12.8;8
4.3;1.4;16.7;0.2;86;18.5;18.8
5.1;1.2;3.3;0.1;102;15.2;5.2
3.4;1.2;3;0.1;100.5;14;4.5
3.3;1.2;14.5;0.1;71.5;14;16.2
3.7;1.6;11.6;0.1;81.2;11.2;14
3.5;1.4;5.4;0.2;90.2;11;7.8
4.5;0.7;3.1;0.1;108.2;12;4
3.8;1.4;4.5;0.1;114.8;11;6.5
3.1;1.4;1.9;0.1;124.8;18.5;4
2.1;1.6;2.2;0.1;124.5;10.5;4.8
3.4;1.9;2.7;0.2;125;14.5;5.5
3.7;1.7;1.9;0.2;126.8;14;4.5
2.5;1.7;2.4;0.2;125.8;20.5;4.8
2;1.3;1;0.2;127.2;14.5;3
2.6;1.4;0.7;0.2;128;12.5;3
1.6;1.3;0.8;0.2;126.8;19.5;3
2.5;1.4;0.9;0.2;126;13.5;3
1.2;1;1.4;0.2;122.2;10.2;2.8
1.7;0.7;2;0.2;114.2;8.2;3
2.8;0.8;7.9;0.2;95;15.5;9
1.8;1.4;9.2;0.1;91;12.5;11.2
3.3;1;4.1;0.1;101;15.2;5.5
3.6;0.8;3.6;0.1;100.2;13.2;5
2.4;0.8;5.8;0.1;92;22.2;7
2.9;1.1;7;0.1;91.5;10;8.8
1.6;1.2;5.8;0.1;88.2;8;7.8
2.9;1.3;14;0.1;74.5;10.8;15.8
2.7;1.1;13.8;0.1;68.2;10.5;15.8
3.9;2.1;23.2;0.1;58.5;7.2;26.8
6.6;8.8;28.2;0.3;37.5;9;42
4.6;5.2;15.8;0.2;67.8;35;23.5
2.3;1.5;2;0.2;92.2;25;4.2
3.8;1.8;3.2;0.2;96.5;12;6
2.8;2;4.2;0.2;112.8;12.2;7.2
3;1.8;4.5;0.2;118.2;13;7.5
4;2;9.3;0.2;123.5;16.8;12.2
4.7;2.3;11;0.2;131.8;18.8;14.5
5.2;1.2;6.3;0.2;132.2;19;8
5.6;1.9;8.8;0.2;121;18;11.5
4.2;1.2;4;0.2;124.2;17;6
5.2;2.1;14.3;0.2;111.5;10.5;17.2
5.6;1.8;16.9;0.2;96.8;12;19.5
7.5;2.4;28.2;0.3;74;14.5;31.8
5.4;1.4;17;0.2;80.2;15;19
10.7;1.6;18.8;0.2;72.5;19.8;21.2
7.8;1;11.8;0.2;83;10.8;13.5
5.2;1.1;9.6;0.2;79.8;18.2;11.2
4;0.8;4.6;0.2;82.2;10.8;6
4.6;1.2;3;0.2;89.2;16.5;4.8
4.2;1.1;3;0.2;85.2;20;4.8
3.8;1.2;3.6;0.1;83.2;18;5.5
2.6;1.3;4.2;0.1;87;11.5;6
2.2;1.2;9.9;0.2;79;13.8;11.8
3.9;1.9;11.2;0.2;77;13;14
3.8;2.8;13.8;0.2;83;13.2;18.2
3.4;2.9;15;0.2;86;20.2;19.2
4.9;2.8;12.6;0.2;97.2;17.2;17
4.7;3.1;10;0.2;112;12.2;14.8
5.2;2;5.9;0.2;125;11;8.8
6.4;2;7.3;0.2;122.8;11;10.2
5.5;2;6.4;0.2;125.2;15.8;9.5
4.5;1.8;4.2;0.2;126.8;13.5;7
3.5;1.8;3.9;0.2;128;12;6.2
4.3;1.4;3.4;0.2;123.8;16;5.5
5.3;1;5.6;0.2;116.2;18.8;7.2
6.6;1.5;8.9;0.2;111.8;16.2;11.2
5.6;1.4;8.7;0.2;109;19.8;10.8
3.6;1.8;12.6;0.2;109.5;11.5;15.5
4;2;10;0.2;116.5;8.2;13
3.5;0.9;3.8;0.1;124.8;15.5;5.2
3.8;1.1;2.2;0.1;124.5;12.2;3.8
4.7;1.4;1.7;0.1;119.5;20.2;3.8
4;1.4;4;0.1;109;20;6.2
3.8;1.1;4.2;0.1;102.8;8;6
3.4;0.8;3.8;0.1;98;17.2;5
4.2;0.8;3.4;0.1;97;18;4.8
4.4;1.2;2.1;0.1;99;11.5;4
3.8;0.9;3.2;0.1;96.2;15.8;4.8
4.1;1;5.8;0.1;88.2;19.8;7.5
3.5;1.3;4.2;0.1;97.2;12.5;6
3.3;1.4;4.3;0.1;105.2;14.8;6.5
4.2;1.2;4.3;0.2;107.8;13;6.2
3.2;1.4;4.4;0.2;107;16.8;6.8
4;1.2;2.1;0.1;113.2;18;4
2.2;1.2;2.6;0.1;108.2;12.5;4.8
3;0.7;1.8;0.1;102;10.5;2.8
1.8;0.8;1.6;0.1;98.2;10;2.8
2.5;1.3;0.8;0.1;99;10;3
3;1.1;1.4;0.1;93.8;8.2;3
2.1;0.8;4;0.1;93;8;5
2.4;1.2;5.1;0.1;87;8.5;6.8
3.2;0.6;3.2;0.1;85.8;9;4
3;1;2.8;0.1;82.2;11.8;4.5
3;1.2;2.2;0.1;83.5;11;4
3.2;0.8;2.4;0.1;76.5;8.2;3.5
1.4;0.8;3.6;0.1;69.8;7;4.8
2.9;0.8;5.4;0.1;64.5;9.2;6.8
2.6;1;3.8;0.1;60.5;10;5.2
4.1;1.2;3.5;0.1;53.8;9;5.5
3.6;0.7;2.2;0.1;57.2;14.5;3
3.4;0.8;4.2;0.1;58.5;9.8;5.5
3.4;1.4;2.3;0.1;63;8.2;4.5
3.6;1.4;2.8;0.1;61.8;7;5
3.1;1.5;4;0.1;58;7;6.2
3.6;1.7;2.8;0.1;64;9.8;5.5
4.2;1.8;1.8;0.1;78.2;11.8;4.5
4.3;1.3;0.6;0.2;92.2;14.8;2.8
2.4;1.3;0.3;0.2;98.5;5;2.5
2.3;1;1.1;0.2;97.2;7;2.5
3.3;1.1;1;0.2;98;9.8;2.5
5;1;1.2;0.2;102.2;9;2.5
4.2;0.8;1.4;0.2;105.2;7.2;2.5
3.9;1.1;1.6;0.2;108;9.8;3.5
3.6;0.7;2.9;0.2;105.2;12.8;4.2
2.7;0.8;8.9;0.2;91;16.8;10.2
2.4;1.6;12.8;0.2;75.2;6.8;15.5
3.1;1.2;9;0.1;77.8;14.2;11
2.3;1.3;11.9;0.1;81.8;15.8;13.8
2.8;1;5;0.1;74.5;13.2;6.8
1.6;1.4;4;0.1;68.8;9.2;6
1.5;1.2;15.4;0.1;60.5;21;17.2
2.7;1;6.6;0.1;54.8;12.8;8.2
3.5;0.9;6.8;0.1;45.2;11.8;8
3.4;1.3;17.1;0.1;26.5;12;19
3.1;2.3;12.6;0.1;29.2;12;16
3.3;4.8;13.8;0.1;30;14.8;21.2
4.6;4.2;8.5;0.1;42.8;13;14.8
6.1;5.4;10.4;0.2;50.8;13;18.8
3.7;2.6;5.6;0.2;68.5;13;9.5
4.2;2;3.2;0.2;93.8;11.2;6.2
4;1.9;5.8;0.2;104;10;8.8
3.8;1.6;6.4;0.2;114.2;17.5;8.8
2.1;1.7;4.5;0.2;120.8;18;7
3.7;1.8;5.9;0.2;120;11.5;8.2
3.6;1.5;4.5;0.2;132.8;12;6.8
5.1;1.8;10.1;0.2;124.8;14.8;12.8
6.2;2.4;16.7;0.3;114.2;23.8;20.2
7.3;3.6;38;0.3;78.8;17.5;43.5
7.6;6.8;63.4;0.3;37;19.8;74
6.8;5.3;45.6;0.4;45.8;22.8;53.8
4.4;1.1;14.9;0.2;73.5;38.8;16.2
4.5;2.8;23.6;0.2;59;27;28
3.7;0.6;10.4;0.2;71;18.8;11.2
4.5;1.1;8.6;0.2;69.8;13.5;10.5
3.8;0.7;6.7;0.1;66;15.8;7.8
3.2;0.6;7.6;0.2;58.2;19.8;8.5
2.5;1.1;8.1;0.2;55.5;16.2;9.5
2.1;1.2;10.7;0.1;53.5;23.2;12.5
2.2;1.3;9.7;0.2;53.2;14.8;11.8
2.1;2.9;12.8;0.2;51.8;20;17.2
1.5;3.4;11.6;0.2;64.2;26.5;17
2.2;3.2;11.2;0.2;76.8;23;16
2.9;1.9;7.4;0.2;91.2;22.2;10.2
2.8;2.1;6.9;0.2;96;13.8;10.2
3.4;1.6;7;0.2;106;18.5;9.8
2.8;1.7;7.2;0.2;111.5;22.8;9.8
3.6;2;7.8;0.2;115.5;21.2;11
4.8;1.5;7.1;0.2;122.8;20;9.2
2.9;1.9;7.9;0.2;127;19.8;10.8
1.8;2.3;10.7;0.2;123.2;21.8;14.5
2.5;2.5;12.5;0.2;117.5;16.5;16.2
2.8;2.4;19.9;0.2;98;15;23.2
3.6;1.5;15.1;0.2;91.2;23.2;17.2
